latitude,longitude
40.600735,-73.98218
40.744892,-73.77022
40.66645,-73.75764
40.719025,-73.98978
40.84237,-73.90393
40.743317,-73.731384
40.853577,-73.8884
40.715965,-73.99831
40.720097,-73.95694
40.624554,-73.9671
40.67954,-73.89959
40.658836,-73.90798
40.622875,-73.93804
40.84621,-73.91227
40.89316,-73.852425
40.650272,-73.89097
40.667076,-73.78266
40.84599,-73.84789
40.84489,-73.84696
40.84106,-73.92851
40.84766,-73.830536
40.845425,-73.84492
40.727894,-73.83287
40.523956,-74.21568
40.61089,-74.112785
40.586338,-73.93421
40.764053,-73.96476
40.88712,-73.90709
40.843643,-73.91303
40.686028,-73.923355
40.80682,-73.96106
40.688766,-73.99907
40.658195,-73.92598
40.722576,-73.94049
40.77593,-73.94713
40.72159,-73.73102
40.60784,-73.961975
40.755795,-73.93581
40.725655,-73.89036
40.707962,-73.95751
40.680477,-73.92229
40.63947,-73.902756
40.67308,-73.91124
40.741447,-73.84603
40.67641,-74.00104
40.708763,-73.998116
40.8149,-73.9075
40.677338,-73.927536
40.713806,-73.74927
40.716812,-73.99777
40.704033,-73.81711
40.657665,-73.89705
40.83057,-73.93072
40.842335,-73.93109
40.63303,-74.13688
40.807793,-73.91981
40.705868,-74.01326
40.880657,-73.877625
40.733376,-73.86665
40.712532,-74.007675
40.640556,-73.976875
40.61747,-73.969215
40.783245,-73.94473
40.83955,-73.91595
40.748817,-73.91282
40.750763,-73.97446
40.8375,-73.84398
40.830517,-73.89711
40.705223,-74.00611
40.843014,-73.90863
40.632156,-73.98435
40.861744,-73.85764
40.814102,-73.940865
40.62707,-74.01865
40.746033,-73.93441
40.838017,-73.88168
40.73851,-73.8065
40.86157,-73.913185
40.750095,-73.98454
40.72369,-73.8581
40.59088,-74.09744
40.76323,-73.98172
40.877068,-73.906105
40.787666,-73.83433
40.649128,-73.976616
40.723053,-73.87433
40.656235,-73.898705
40.66931,-73.97957
40.711143,-73.9609
40.623524,-73.93784
40.73444,-74.00619
40.705425,-73.78258
40.61334,-74.01109
40.66612,-73.82225
40.69578,-73.917076
40.783226,-73.84313
40.664513,-73.9538
40.61977,-73.966194
40.75619,-73.99057
40.778614,-73.83887
40.737682,-73.85206
40.58428,-73.92529
40.706684,-73.80936
40.718334,-73.83349
40.82789,-73.89821
40.747143,-74.000854
40.863785,-73.90028
40.74777,-73.99083
40.846542,-73.88561
40.783867,-73.85497
40.827595,-73.85004
40.74088,-73.990074
40.74539,-73.90662
40.856598,-73.78967
40.744644,-73.77041
40.847263,-73.844795
40.72998,-73.7269
40.599045,-73.74921
40.8095,-73.93583
40.829662,-73.85683
40.707626,-73.9621
40.73401,-74.00457
40.666405,-73.802635
40.74197,-73.84116
40.62262,-73.94028
40.741234,-73.84573
40.72176,-73.76001
40.73251,-73.86827
40.851044,-73.91488
40.65136,-73.86971
40.731617,-73.85149
40.72455,-74.00194
40.679718,-73.773476
40.83985,-73.852875
40.634506,-73.949455
40.68645,-73.761185
40.738415,-73.84899
40.832645,-73.931435
40.63857,-73.94901
40.729023,-73.98738
40.743477,-73.73286
40.6844,-73.76968
40.899548,-73.892136
40.717648,-73.98868
40.694107,-73.89737
40.651783,-73.962364
40.83437,-73.941765
40.68535,-74.00101
40.672855,-73.87131
40.634823,-74.16029
40.76747,-73.75961
40.700737,-73.99499
40.844524,-73.902725
40.757008,-73.96388
40.583725,-73.89372
40.612183,-74.18033
40.679688,-73.77711
40.587826,-73.93468
40.690624,-73.81399
40.71175,-73.9558
40.575474,-74.11787
40.835396,-73.8868
40.585056,-73.928894
40.741898,-73.99353
40.702858,-73.863625
40.689144,-73.99071
40.844307,-73.8933
40.683636,-74.00035
40.59553,-73.99886
40.734123,-73.90092
40.670933,-73.88895
40.713646,-74.00361
40.664948,-73.94262
40.76399,-73.93288
40.721355,-73.826614
40.629032,-74.02762
40.80809,-73.96882
40.84787,-73.93641
40.732727,-73.97451
40.73743,-73.95375
40.665188,-73.86939
40.706764,-74.01251
40.64031,-73.90984
40.82161,-73.891716
40.733215,-74.00304
40.77747,-73.91731
40.827923,-73.8645
40.80897,-73.94833
40.848328,-73.91842
40.750942,-74.00598
40.83955,-73.91595
40.87271,-73.83318
40.75219,-73.99347
40.825424,-73.923485
40.631596,-73.98494
40.671825,-73.774506
40.701756,-73.99275
40.698383,-73.78691
40.683002,-73.81955
40.81094,-73.94318
40.74943,-73.89588
40.833588,-73.86966
40.677235,-73.957855
40.881073,-73.878494
40.698536,-73.9943
40.628845,-73.991394
40.71579,-74.00836
40.617294,-74.08048
40.75482,-73.84499
40.692368,-73.95196
40.79819,-73.95048
40.658306,-73.95666
40.79337,-73.93274
40.819477,-73.92689
40.691433,-73.89063
40.766167,-73.954254
40.72353,-73.9966
40.826397,-73.92116
40.72066,-73.7472
40.82751,-73.92495
40.77226,-73.92591
40.75979,-73.98793
40.858707,-73.9037
40.794132,-73.94281
40.86268,-73.90905
40.8165,-73.946556
40.845222,-73.86613
40.701958,-73.9239
40.62147,-73.95072
40.853474,-73.906456
40.751453,-73.94947
40.580658,-73.985664
40.683796,-73.90815
40.769314,-73.739395
40.794052,-73.970375
40.866047,-73.882744
40.697903,-73.9468
40.75046,-73.99528
40.71041,-73.98545
40.816273,-73.896164
40.83527,-73.832245
40.66465,-73.95143
40.702595,-73.8553
40.556,-74.19475
40.7861,-73.93967
40.804012,-73.93097
40.773808,-73.8929
40.850494,-73.91546
40.693226,-73.73404
40.70794,-73.784935
40.626377,-73.910805
40.67619,-73.9081
40.732822,-73.8684
40.805637,-73.9344
40.755203,-73.74191
40.69001,-73.79204
40.718693,-73.95466
40.8022,-73.9678
40.76418,-73.8822
40.617043,-73.89733
40.87831,-73.870155
40.574005,-73.98969
40.673885,-73.90935
40.719055,-74.01245
40.74006,-73.789894
40.754124,-73.93737
40.653416,-73.98146
40.756126,-73.816414
40.66798,-73.893845
40.6742,-73.99984
40.7128,-73.99712
40.78843,-73.94907
40.645485,-73.94321
40.702793,-73.83214
40.63757,-74.01457
40.804993,-73.911354
40.58902,-74.13867
40.70983,-74.01468
40.579517,-74.000435
40.666077,-73.995224
40.63817,-73.97642
40.608746,-73.95829
40.605484,-73.75597
40.612705,-73.97955
40.805073,-73.92331
40.64846,-73.948364
40.652893,-73.96366
40.719078,-73.989975
40.811104,-73.90293
40.726837,-73.82121
40.593327,-73.964645
40.746334,-73.89633
40.846874,-73.90877
40.642845,-73.97826
40.683125,-73.97917
40.696026,-73.83849
40.75578,-74.00199
40.804886,-73.96248
40.847427,-73.931404
40.601192,-73.93445
40.584064,-73.933975
40.75866,-73.98875
40.62958,-74.01212
40.71659,-73.86184
40.624123,-74.00346
40.631428,-73.931145
40.760223,-73.731636
40.760464,-73.826546
40.84815,-73.92979
40.665718,-73.95687
40.69773,-73.81409
40.79458,-73.97371
40.757442,-73.86747
40.82034,-73.940025
40.759983,-73.964806
40.729168,-74.0012
40.862495,-73.9342
40.710583,-73.78356
40.640842,-74.01843
40.679035,-73.9248
40.73348,-73.87015
40.846657,-73.89619
40.848118,-73.93089
40.75076,-73.96843
40.61516,-74.023964
40.706554,-73.95832
40.826424,-73.85868
40.6896,-73.95517
40.754826,-73.97569
40.743397,-73.88388
40.601864,-74.00232
40.67079,-73.934616
40.660225,-73.90834
40.761204,-73.73094
40.80879,-73.91619
40.699596,-73.7632
40.63938,-73.90731
40.67392,-73.91012
40.816406,-73.91573
40.75457,-73.97169
40.641987,-74.01724
40.701023,-73.73438
40.752106,-73.94424
40.8518,-73.909225
40.795612,-73.80217
40.61212,-73.98323
40.885216,-73.87937
40.61686,-73.97049
40.655132,-73.916336
40.674873,-73.80711
40.71623,-73.768875
40.74579,-73.99072
40.745117,-73.904495
40.6267,-73.95552
40.607754,-74.13205
40.671555,-73.91587
40.75831,-73.798615
40.542812,-74.17492
40.700623,-73.93645
40.667522,-73.78063
40.611065,-74.06859
40.864227,-73.89578
40.646847,-73.950134
40.669075,-73.92555
40.704,-73.89557
40.684456,-73.85966
40.665142,-73.99669
40.76555,-73.9314
40.843822,-73.892494
40.749844,-73.938995
40.708,-73.782776
40.69482,-73.934425
40.617897,-74.02931
40.613506,-73.954094
40.869846,-73.915886
40.82024,-73.85787
40.747093,-73.88669
40.576385,-73.96718
40.691536,-73.99912
40.855972,-73.869896
40.777428,-73.78465
40.738552,-73.99969
40.70237,-73.78777
40.86369,-73.91707
40.843204,-73.91196
40.585133,-73.954544
40.81065,-73.967155
40.60686,-73.963425
40.651646,-73.93233
40.749195,-73.88966
40.58788,-73.96039
40.67669,-73.94429
40.59392,-73.93965
40.62997,-73.936775
40.69691,-73.815125
40.748596,-73.89532
40.688786,-73.98358
40.801613,-73.94998
40.616783,-73.89716
40.608116,-73.95981
40.694504,-73.849144
40.73556,-73.78922
40.74989,-73.77436
40.666393,-73.764465
40.65725,-73.8394
40.725796,-73.986626
40.58345,-73.950386
40.859604,-73.90778
40.860577,-73.90255
40.71958,-73.83978
40.752937,-73.92204
40.80623,-73.91206
40.678425,-73.92744
40.63962,-73.95477
40.704582,-73.78486
40.665634,-73.758156
40.88281,-73.91311
40.759727,-73.8455
40.71512,-73.83224
40.7109,-73.74003
40.699703,-73.98047
40.711903,-73.94902
40.63367,-74.12848
40.737114,-73.88561
40.67277,-73.9628
40.682087,-73.85367
40.64456,-73.98836
40.82918,-73.871544
40.52499,-74.209854
40.75539,-73.828285
40.594765,-73.75125
40.740913,-73.95226
40.797943,-73.94213
40.67079,-73.903275
40.666145,-73.77783
40.703342,-73.80021
40.85306,-73.931
40.6216,-73.92327
40.715553,-73.82617
40.717278,-73.99544
40.839676,-73.871216
40.583107,-73.954155
40.682285,-73.80805
40.74159,-73.86186
40.68208,-73.93438
40.87757,-73.84666
40.68561,-73.825775
40.797943,-73.94213
40.698254,-73.86939
40.591805,-74.09923
40.638786,-73.94538
40.834957,-73.83075
40.708965,-73.860245
40.760048,-73.92806
40.783974,-73.97031
40.80322,-73.95253
40.70305,-73.867256
40.752052,-74.000984
40.74071,-73.83744
40.700775,-73.91334
40.69168,-73.999344
40.63869,-73.96864
40.537262,-74.15051
40.743866,-73.82568
40.748806,-73.99221
40.771305,-73.87664
40.65516,-73.84373
40.75534,-73.89772
40.68037,-73.98654
40.747917,-73.9736
40.750492,-73.97172
40.6089,-74.03465
40.75529,-73.99493
40.717075,-74.006256
40.636856,-73.95098
40.678783,-73.91094
40.65136,-73.86971
40.55554,-74.17562
40.832367,-73.82971
40.690594,-73.95162
40.65878,-73.93959
40.66684,-73.78941
40.757698,-73.9694
40.673107,-73.99959
40.871258,-73.90126
40.68241,-73.92495
40.624653,-73.99933
40.6905,-73.87096
40.692345,-73.88179
40.666294,-73.79899
40.79653,-73.97597
40.72106,-73.99821
40.850178,-73.86523
40.803566,-73.96715
40.840843,-73.84125
40.863647,-73.8918
40.690163,-73.98711
40.752693,-73.932915
40.74184,-73.88101
40.626457,-73.918
40.626175,-74.02901
40.674934,-73.80186
40.67607,-73.97754
40.865143,-73.87204
40.829597,-73.94814
40.606,-73.92845
40.6229,-74.14943
40.62757,-73.976585
40.836094,-73.92927
40.624096,-74.03375
40.588924,-74.167625
40.707027,-73.9236
40.69283,-73.98624
40.641186,-73.98572
40.874138,-73.877525
40.76068,-73.9947
40.709316,-73.93301
40.730366,-73.98237
40.611774,-74.07069
40.68111,-73.88097
40.69141,-73.72668
40.76324,-73.98645
40.75044,-73.9893
40.62167,-73.991264
40.808243,-73.92785
40.72766,-74.001396
40.746956,-73.98507
40.754707,-73.99164
40.884396,-73.87998
40.764454,-73.912315
40.696354,-73.94071
40.719437,-73.94063
40.805637,-73.9344
40.754707,-73.99164
40.687294,-73.96564
40.673252,-73.73899
40.655354,-73.95107
40.595264,-74.06966
40.691074,-73.909996
40.853245,-73.82928
40.749054,-73.95222
40.646584,-73.95684
40.761585,-73.76086
40.806274,-73.91411
40.660084,-73.893936
40.78215,-73.83665
40.69842,-73.89392
40.848118,-73.93089
40.634808,-73.947876
40.79531,-73.93592
40.594822,-73.79834
40.772697,-73.83396
40.75739,-73.72776
40.702755,-74.01235
40.66617,-73.988815
40.637997,-74.02136
40.757378,-73.92691
40.694313,-73.84007
40.69287,-73.81014
40.647045,-73.92989
40.628643,-74.005936
40.713394,-73.85956
40.7636,-73.77098
40.667686,-73.89581
40.841423,-73.92867
40.773964,-73.9228
40.762978,-73.83198
40.88198,-73.82869
40.827145,-73.858986
40.7389,-73.82488
40.675762,-73.91501
40.818172,-73.95649
40.72899,-74.00935
40.65971,-73.76364
40.669476,-73.919975
40.748512,-73.98872
40.85611,-73.88252
40.594955,-73.78627
40.75868,-73.87552
40.660217,-73.89675
40.707497,-73.732925
40.845005,-73.90741
40.84307,-73.848076
40.64978,-73.94947
40.63462,-74.02842
40.610077,-74.01091
40.74026,-73.990524
40.740273,-73.89586
40.73718,-73.79404
40.64663,-73.95566
40.625782,-73.92816
40.681377,-73.90778
40.749157,-73.9727
40.66895,-73.9339
40.692066,-73.7654
40.662296,-73.98874
40.630894,-73.992836
40.756195,-73.86162
40.7238,-73.8367
40.826424,-73.85868
40.699856,-73.84063
40.689144,-73.99071
40.72619,-73.90409
40.751427,-73.82
40.680832,-73.94968
40.7144,-73.73803
40.700916,-73.913574
40.675293,-73.98124
40.820965,-73.939575
40.69797,-73.753784
40.886295,-73.847916
40.830536,-73.91571
40.757065,-73.73904
40.66214,-73.98224
40.642586,-73.998604
40.84126,-73.92805
40.876553,-73.853264
40.60739,-73.943214
40.738884,-73.79367
40.759163,-73.77379
40.803627,-73.963394
40.819477,-73.84451
40.830112,-73.850266
40.835598,-73.9138
40.90034,-73.90591
40.702908,-73.76096
40.746723,-73.75802
40.66386,-73.92456
40.61054,-74.103455
40.643818,-74.110664
40.724255,-73.91251
40.578922,-73.98542
40.709072,-73.78964
40.781662,-73.833664
40.855244,-73.89314
40.790154,-73.93675
40.67787,-73.9173
40.724003,-73.990166
40.679943,-73.97445
40.762127,-73.99739
40.704033,-73.81711
40.750248,-73.75428
40.85592,-73.9172
40.724876,-73.89601
40.63471,-73.9363
40.656307,-73.99868
40.704502,-73.817764
40.71867,-73.807434
40.665257,-73.739555
40.632393,-73.9953
40.71412,-73.93194
40.611603,-73.91971
40.76104,-73.97538
40.666306,-73.79171
40.81594,-73.887276
40.579487,-73.95693
40.894196,-73.84037
40.662865,-73.8936
40.666386,-73.80178
40.666306,-73.79171
40.751442,-73.97606
40.62305,-74.02114
40.722286,-73.957466
40.80545,-73.965775
40.696033,-73.98453
40.742973,-73.814316
40.888588,-73.849884
40.716812,-73.99777
40.677658,-73.933876
40.76705,-73.88841
40.672413,-73.957344
40.838757,-73.882904
40.615128,-73.99423
40.816967,-73.92118
40.640972,-74.08038
40.7491,-73.99201
40.77712,-73.963875
40.75898,-73.96244
40.704765,-73.75383
40.63474,-74.11118
40.758205,-73.777405
40.875744,-73.85089
40.62923,-73.996124
40.80704,-73.9698
40.74718,-73.80304
40.76042,-73.928856
40.87892,-73.90479
40.68322,-73.873726
40.78876,-73.852066
40.840775,-73.870415
40.67403,-73.89894
40.680782,-73.975075
40.639076,-73.90337
40.589973,-73.80444
40.685696,-73.87161
40.86318,-73.86556
40.672215,-73.75803
40.592133,-73.788956
40.78542,-73.98399
40.71249,-73.85974
40.639774,-73.91942
40.66675,-73.779945
40.676647,-73.91647
40.719395,-74.00189
40.717075,-73.93816
40.77512,-73.90991
40.587067,-74.09162
40.806164,-73.909134
40.866474,-73.932175
40.69517,-73.94431
40.69882,-73.95797
40.67792,-73.9182
40.879948,-73.874954
40.854176,-73.91543
40.710396,-74.00561
40.780064,-73.94705
40.607185,-74.16239
40.872345,-73.9064
40.679733,-73.97432
40.720837,-73.997665
40.747456,-73.94147
40.78342,-73.81392
40.755913,-73.8643
40.74601,-73.98425
40.80202,-73.94969
40.73376,-73.93743
40.66873,-73.85585
40.714005,-73.94172
40.735336,-73.91689
40.72122,-73.884705
40.74321,-73.993515
40.61834,-74.03018
40.76152,-73.980385
40.69864,-73.93819
40.654682,-73.94134
40.62566,-74.14036
40.85174,-73.82961
